Study,Cancer.Types,scale,Sample.Names,Accuracy,SBS1
nonPCAWG-WES,Eso-AdenoCa,exome,ESO-409,0.923,24
nonPCAWG-WES,Eso-AdenoCa,exome,ESO-512,0.933,56
nonPCAWG-WES,Eso-AdenoCa,exome,ESO-536,0.955,69
nonPCAWG-WES,Eso-AdenoCa,exome,ESO-539,0.909,55
nonPCAWG-WES,Eso-AdenoCa,exome,ESO-555,0.926,39
nonPCAWG-WES,Eso-AdenoCa,exome,ESO-580,0.889,30
nonPCAWG-WES,Eso-AdenoCa,exome,ESO-582,0.912,12
nonPCAWG-WES,Eso-AdenoCa,exome,ESO-601,0.906,59
nonPCAWG-WES,Eso-AdenoCa,exome,ESO-610,0.933,33
nonPCAWG-WES,Eso-AdenoCa,exome,ESO-632,0.878,29
nonPCAWG-WES,Eso-AdenoCa,exome,ESO-640,0.941,55
nonPCAWG-WES,Eso-AdenoCa,exome,ESO-669,0.904,41
nonPCAWG-WES,Eso-AdenoCa,exome,ESO-682,0.935,40
nonPCAWG-WES,Eso-AdenoCa,exome,ESO-683,0.901,26
nonPCAWG-WES,Eso-AdenoCa,exome,ESO-708,0.929,56
nonPCAWG-WES,Eso-AdenoCa,exome,ESO-717,0.968,159
nonPCAWG-WES,Eso-AdenoCa,exome,ESO-718,0.934,52
nonPCAWG-WES,Eso-AdenoCa,exome,ESO-720,0.911,41
nonPCAWG-WES,Eso-AdenoCa,exome,ESO-721,0.888,26
nonPCAWG-WES,Eso-AdenoCa,exome,ESO-732,0.97,47
nonPCAWG-WES,Eso-AdenoCa,exome,ESO-752,0.932,34
nonPCAWG-WES,Eso-AdenoCa,exome,ESO-805,0.931,32
nonPCAWG-WES,Eso-AdenoCa,exome,ESO-837,0.921,40
nonPCAWG-WES,Eso-AdenoCa,exome,ESO-838,0.948,45
nonPCAWG-WES,Eso-AdenoCa,exome,ESO-859,0.963,918
nonPCAWG-WES,Eso-AdenoCa,exome,ESO-864,0.895,26
nonPCAWG-WES,Eso-AdenoCa,exome,ESO-866,0.919,25
nonPCAWG-WES,Eso-AdenoCa,exome,ESO-874,0.866,14
nonPCAWG-WES,Eso-AdenoCa,exome,ESO-887,0.91,33
nonPCAWG-WES,Eso-AdenoCa,exome,ESO-913,0.924,36
nonPCAWG-WES,Eso-AdenoCa,exome,ESO-916,0.862,25
nonPCAWG-WES,Eso-AdenoCa,exome,ESO-931,0.876,32
nonPCAWG-WES,Eso-AdenoCa,exome,ESO-963,0.902,22
nonPCAWG-WES,Eso-AdenoCa,exome,ESO-D76,0.948,49
nonPCAWG-WES,Eso-AdenoCa,exome,ESO-H01,0.928,25
nonPCAWG-WES,Eso-AdenoCa,exome,ESO-H63,0.843,14
nonPCAWG-WES,Eso-AdenoCa,exome,ESO-K08,0.912,32
nonPCAWG-WES,Eso-AdenoCa,exome,ESO-R61,0.822,18
nonPCAWG-WES,Eso-AdenoCa,exome,ESO-S41,0.929,30
nonPCAWG-WES,Eso-AdenoCa,exome,ESO01T,0.798,6
nonPCAWG-WES,Eso-AdenoCa,exome,ESO03T,0.931,21
nonPCAWG-WES,Eso-AdenoCa,exome,ESO06T,0.787,9
nonPCAWG-WES,Eso-AdenoCa,exome,ESO07T,0.655,0
nonPCAWG-WES,Eso-AdenoCa,exome,ESO09T,0.843,10
nonPCAWG-WES,Eso-AdenoCa,exome,ESO10T,0.873,2
nonPCAWG-WES,Eso-AdenoCa,exome,ESO14T,0.914,7
nonPCAWG-WES,Eso-AdenoCa,exome,ESO15T,0.902,20
nonPCAWG-WES,Eso-AdenoCa,exome,ESO16T,0.842,9
nonPCAWG-WES,Eso-AdenoCa,exome,ESO17T,0.849,17
nonPCAWG-WES,Eso-AdenoCa,exome,ESOCB11T,0.943,37
nonPCAWG-WES,Eso-SCC,exome,ESCC-001T,0.771,5
nonPCAWG-WES,Eso-SCC,exome,ESCC-002T,0.882,11
nonPCAWG-WES,Eso-SCC,exome,ESCC-003T,0.892,25
nonPCAWG-WES,Eso-SCC,exome,ESCC-004T,0.769,6
nonPCAWG-WES,Eso-SCC,exome,ESCC-005T,0.883,12
nonPCAWG-WES,Eso-SCC,exome,ESCC-006T,0.809,11
nonPCAWG-WES,Eso-SCC,exome,ESCC-008T,0.77,11
nonPCAWG-WES,Eso-SCC,exome,ESCC-009T,0.851,9
nonPCAWG-WES,Eso-SCC,exome,ESCC-010T,0.897,3
nonPCAWG-WES,Eso-SCC,exome,ESCC-011T,0.788,16
nonPCAWG-WES,Eso-SCC,exome,ESCC-012T,0.865,13
nonPCAWG-WES,Eso-SCC,exome,ESCC-013T,0.724,4
nonPCAWG-WES,Eso-SCC,exome,ESCC-014T,0.794,5
nonPCAWG-WES,Eso-SCC,exome,ESCC-015T,0.949,33
nonPCAWG-WES,Eso-SCC,exome,ESCC-016T,0.418,0
nonPCAWG-WES,Eso-SCC,exome,ESCC-017T,0.905,11
nonPCAWG-WES,Eso-SCC,exome,ESCC-018T,0.817,10
nonPCAWG-WES,Eso-SCC,exome,ESCC-038T,0.882,26
nonPCAWG-WES,Eso-SCC,exome,ESCC-039T,0.782,9
nonPCAWG-WES,Eso-SCC,exome,ESCC-055T,0.803,9
nonPCAWG-WES,Eso-SCC,exome,ESCC-057T,0.827,14
nonPCAWG-WES,Eso-SCC,exome,ESCC-059T,0.818,1
nonPCAWG-WES,Eso-SCC,exome,ESCC-060T,0.827,15
nonPCAWG-WES,Eso-SCC,exome,ESCC-069T,0.879,36
nonPCAWG-WES,Eso-SCC,exome,ESCC-070T,0.844,13
nonPCAWG-WES,Eso-SCC,exome,ESCC-078T,0.884,9
nonPCAWG-WES,Eso-SCC,exome,ESCC-083T,0.849,17
nonPCAWG-WES,Eso-SCC,exome,ESCC-092T,0.74,1
nonPCAWG-WES,Eso-SCC,exome,ESCC-098T,0.871,30
nonPCAWG-WES,Eso-SCC,exome,ESCC-100T,0.872,19
nonPCAWG-WES,Eso-SCC,exome,ESCC-107T,0.883,0
nonPCAWG-WES,Eso-SCC,exome,ESCC-110T,0.881,29
nonPCAWG-WES,Eso-SCC,exome,ESCC-112T,0.904,17
nonPCAWG-WES,Eso-SCC,exome,ESCC-116T,0.892,27
nonPCAWG-WES,Eso-SCC,exome,ESCC-123T,0.85,18
nonPCAWG-WES,Eso-SCC,exome,ESCC-127T,0.741,5
nonPCAWG-WES,Eso-SCC,exome,ESCC-128T,0.796,5
nonPCAWG-WES,Eso-SCC,exome,ESCC-129T,0.802,17
nonPCAWG-WES,Eso-SCC,exome,ESCC-133T,0.753,4
nonPCAWG-WES,Eso-SCC,exome,ESCC-134T,0.823,9
nonPCAWG-WES,Eso-SCC,exome,ESCC-139T,0.931,25
nonPCAWG-WES,Eso-SCC,exome,ESCC-141T,0.874,16
nonPCAWG-WES,Eso-SCC,exome,ESCC-144T,0.652,4
nonPCAWG-WES,Eso-SCC,exome,ESCC-147T,0.866,22
nonPCAWG-WES,Eso-SCC,exome,ESCC-148T,0.942,42
nonPCAWG-WES,Eso-SCC,exome,ESCC-152T,0.926,14
nonPCAWG-WES,Eso-SCC,exome,ESCC-153T,0.985,28
nonPCAWG-WES,Eso-SCC,exome,ESCC-154T,0.783,11
nonPCAWG-WES,Eso-SCC,exome,ESCC-155T,0.624,0
nonPCAWG-WES,Eso-SCC,exome,ESCC-158T,0.872,13
nonPCAWG-WES,Eso-SCC,exome,ESCC-159T,0.936,29
nonPCAWG-WES,Eso-SCC,exome,ESCC-162T,0.939,15
nonPCAWG-WES,Eso-SCC,exome,ESCC-164T,0.709,1
nonPCAWG-WES,Eso-SCC,exome,ESCC-171T,0.644,0
nonPCAWG-WES,Eso-SCC,exome,ESCC-175T,0.735,11
nonPCAWG-WES,Eso-SCC,exome,ESCC-178T,0.887,22
nonPCAWG-WES,Eso-SCC,exome,ESCC-180T,0.818,3
nonPCAWG-WES,Eso-SCC,exome,ESCC-183T,0.898,21
nonPCAWG-WES,Eso-SCC,exome,ESCC-184T,0.976,34
nonPCAWG-WES,Eso-SCC,exome,ESCC-185T,0.759,10
nonPCAWG-WES,Eso-SCC,exome,ESCC-190T,0.812,3
nonPCAWG-WES,Eso-SCC,exome,ESCC-191T,0.834,11
nonPCAWG-WES,Eso-SCC,exome,ESCC-193T,0.701,0
nonPCAWG-WES,Eso-SCC,exome,ESCC-201T,0.867,13
nonPCAWG-WES,Eso-SCC,exome,ESCC-204T,0.798,8
nonPCAWG-WES,Eso-SCC,exome,ESCC-205T,0.791,11
nonPCAWG-WES,Eso-SCC,exome,ESCC-207T,0.927,27
nonPCAWG-WES,Eso-SCC,exome,ESCC-209T,0.88,12
nonPCAWG-WES,Eso-SCC,exome,ESCC-210T,0.931,37
nonPCAWG-WES,Eso-SCC,exome,ESCC-211T,0.919,40
nonPCAWG-WES,Eso-SCC,exome,ESCC-212T,0.883,20
nonPCAWG-WES,Eso-SCC,exome,ESCC-214T,0.895,28
nonPCAWG-WES,Eso-SCC,exome,ESCC-216T,0.899,4
nonPCAWG-WES,Eso-SCC,exome,ESCC-219T,0.851,20
nonPCAWG-WES,Eso-SCC,exome,ESCC-225T,0.891,20
nonPCAWG-WES,Eso-SCC,exome,ESCC-229T,0.551,2
nonPCAWG-WES,Eso-SCC,exome,ESCC-230T,0.314,0
nonPCAWG-WES,Eso-SCC,exome,ESCC-231T,0.762,5
nonPCAWG-WES,Eso-SCC,exome,ESCC-233T,0.898,33
nonPCAWG-WES,Eso-SCC,exome,ESCC-235T,0.887,30
nonPCAWG-WES,Eso-SCC,exome,ESCC-237T,0.939,14
nonPCAWG-WES,Eso-SCC,exome,ESCC-240T,0.739,13
nonPCAWG-WES,Eso-SCC,exome,ESCC-242T,0.749,0
nonPCAWG-WES,Eso-SCC,exome,ESCC-243T,0.862,13
nonPCAWG-WES,Eso-SCC,exome,ESCC-246T,0.917,38
nonPCAWG-WES,Eso-SCC,exome,ESCC-248T,0.877,20
nonPCAWG-WES,Eso-SCC,exome,ESCC-249T,0.876,14
nonPCAWG-WES,Eso-SCC,exome,ESCC-250T,0.932,11
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_001T,0.93,35
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_002T,0.863,6
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_003T,0.965,30
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_004T,0.937,9
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_005T,0.926,24
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_006T,0.549,1
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_007T,0.901,31
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_008T,0.931,41
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_009T,0.938,25
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_010T,0.96,52
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_011T,0.752,1
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_012T,0.971,28
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_013T,0.915,25
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_014T,0.873,14
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_015T,0.838,2
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_016T,0.9,34
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_017T,0.931,63
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_018T,0.879,22
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_019T,0.896,25
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_020T,0.965,83
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_021T,0.871,10
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_022T,0.908,15
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_023T,0.953,22
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_024T,0.911,25
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_025T,0.923,31
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_026T,0.742,0
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_027T,0.961,28
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_028T,0.898,28
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_029T,0.881,18
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_030T,0.857,15
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_031T,0.897,30
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_032T,0.941,30
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_033T,0.858,27
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_034T,0.774,7
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_035T,0.863,20
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_036T,0.939,52
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_037T,0.774,2
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_038T,0.912,20
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_039T,0.938,31
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_040T,0.984,40
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_041T,0.937,36
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_042T,0.953,31
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_043T,0.717,1
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_044T,0.929,46
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_045T,0.955,58
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_046T,0.935,46
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_047T,0.932,33
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_048T,0.882,23
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_049T,0.919,9
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_050T,0.867,26
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_051T,0.966,34
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_052T,0.961,35
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_053T,0.962,25
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_054T,0.941,37
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_055T,0.958,38
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_056T,0.895,2
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_057T,0.962,32
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_058T,0.888,40
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_059T,0.898,19
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_060T,0.969,131
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_061T,0.816,29
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_062T,0.913,39
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_063T,0.887,32
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_064T,0.954,48
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_065T,0.819,7
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_066T,0.938,20
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_067T,0.875,13
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_068T,0.906,29
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_069T,0.668,9
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_070T,0.99,21
nonPCAWG-WES,Eso-SCC,exome,ESCC_BICR_071T,0.778,3
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G002T,0.697,2
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G003T,0.868,18
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G004T,0.797,12
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G005T,0.831,11
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G006T,0.761,6
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G007T,0.566,2
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G008T,0.949,21
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G009T,0.653,0
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G010T,0.698,2
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G011T,0.876,25
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G012T,0.951,60
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G013T,0.8,7
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G014T,0.969,19
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G015T,0.588,1
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G016T,0.879,8
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G017T,0.652,1
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G018T,0.831,10
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G019T,0.934,27
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G020T,0.937,58
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G021T,0.815,6
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G022T,0.631,0
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G023T,0.908,32
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G024T,0.648,0
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G025T,0.791,6
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G026T,0.937,32
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G027T,0.776,3
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G028T,0.882,18
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G029T,0.625,0
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G030T,0.712,0
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G031T,0.896,27
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G032T,0.914,16
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G033T,0.962,14
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G034T,0.876,20
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G035T,0.88,13
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G036T,0.985,14
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G037T,0.711,0
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G038T,0.934,21
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G039T,0.742,5
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G040T,0.925,42
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G041T,0.733,2
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G042T,0.692,0
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G043T,0.885,26
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G044T,0.85,6
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G045T,0.96,127
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G047T,0.931,35
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G048T,0.668,1
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G050T,0.779,9
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G051T,0.936,25
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G052T,0.882,23
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G054T,0.891,19
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G055T,0.897,6
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G056T,0.881,24
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G057T,0.881,20
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G059T,0.926,27
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G060T,0.961,74
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G062T,0.954,88
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G063T,0.875,19
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G064T,0.802,0
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G066T,0.746,9
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G067T,0.949,69
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G068T,0.903,34
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G069T,0.707,0
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G070T,0.807,1
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G071T,0.905,50
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G072T,0.842,14
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G073T,0.79,5
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G074T,0.756,10
nonPCAWG-WES,Eso-SCC,exome,ZZUFHECRKL-G075T,0.875,14
nonPCAWG-WES,Eso-SCC,exome,ESCC_1,0.853,17
nonPCAWG-WES,Eso-SCC,exome,ESCC_10,0.942,18
nonPCAWG-WES,Eso-SCC,exome,ESCC_100,0.816,4
nonPCAWG-WES,Eso-SCC,exome,ESCC_101,0.77,7
nonPCAWG-WES,Eso-SCC,exome,ESCC_102,0.758,8
nonPCAWG-WES,Eso-SCC,exome,ESCC_103,0.848,10
nonPCAWG-WES,Eso-SCC,exome,ESCC_104,0.663,1
nonPCAWG-WES,Eso-SCC,exome,ESCC_107,0.906,28
nonPCAWG-WES,Eso-SCC,exome,ESCC_108,0.936,29
nonPCAWG-WES,Eso-SCC,exome,ESCC_109,0.97,27
nonPCAWG-WES,Eso-SCC,exome,ESCC_11,0.703,80
nonPCAWG-WES,Eso-SCC,exome,ESCC_110,0.819,12
nonPCAWG-WES,Eso-SCC,exome,ESCC_111,0.812,16
nonPCAWG-WES,Eso-SCC,exome,ESCC_112,0.847,25
nonPCAWG-WES,Eso-SCC,exome,ESCC_113,0.749,4
nonPCAWG-WES,Eso-SCC,exome,ESCC_114,0.742,8
nonPCAWG-WES,Eso-SCC,exome,ESCC_115,0.919,30
nonPCAWG-WES,Eso-SCC,exome,ESCC_116,0.786,8
nonPCAWG-WES,Eso-SCC,exome,ESCC_117,0.853,17
nonPCAWG-WES,Eso-SCC,exome,ESCC_118,0.934,34
nonPCAWG-WES,Eso-SCC,exome,ESCC_12,0.826,8
nonPCAWG-WES,Eso-SCC,exome,ESCC_120,0.817,7
nonPCAWG-WES,Eso-SCC,exome,ESCC_121,0.871,16
nonPCAWG-WES,Eso-SCC,exome,ESCC_122,0.914,20
nonPCAWG-WES,Eso-SCC,exome,ESCC_123,0.849,22
nonPCAWG-WES,Eso-SCC,exome,ESCC_124,0.817,15
nonPCAWG-WES,Eso-SCC,exome,ESCC_125,0.939,45
nonPCAWG-WES,Eso-SCC,exome,ESCC_126,0.845,16
nonPCAWG-WES,Eso-SCC,exome,ESCC_127,0.769,19
nonPCAWG-WES,Eso-SCC,exome,ESCC_128,0.856,14
nonPCAWG-WES,Eso-SCC,exome,ESCC_129,0.878,11
nonPCAWG-WES,Eso-SCC,exome,ESCC_13,0.954,25
nonPCAWG-WES,Eso-SCC,exome,ESCC_130,0.85,26
nonPCAWG-WES,Eso-SCC,exome,ESCC_131,0.861,15
nonPCAWG-WES,Eso-SCC,exome,ESCC_132,0.776,15
nonPCAWG-WES,Eso-SCC,exome,ESCC_133,0.893,12
nonPCAWG-WES,Eso-SCC,exome,ESCC_134,0.93,20
nonPCAWG-WES,Eso-SCC,exome,ESCC_135,0.788,7
nonPCAWG-WES,Eso-SCC,exome,ESCC_136,0.874,17
nonPCAWG-WES,Eso-SCC,exome,ESCC_137,0.828,12
nonPCAWG-WES,Eso-SCC,exome,ESCC_139,0.928,34
nonPCAWG-WES,Eso-SCC,exome,ESCC_14,0.774,5
nonPCAWG-WES,Eso-SCC,exome,ESCC_140,0.9,31
nonPCAWG-WES,Eso-SCC,exome,ESCC_141,0.842,14
nonPCAWG-WES,Eso-SCC,exome,ESCC_142,0.936,36
nonPCAWG-WES,Eso-SCC,exome,ESCC_143,0.959,0
nonPCAWG-WES,Eso-SCC,exome,ESCC_144,0.883,19
nonPCAWG-WES,Eso-SCC,exome,ESCC_146,0.892,11
nonPCAWG-WES,Eso-SCC,exome,ESCC_149,0.874,18
nonPCAWG-WES,Eso-SCC,exome,ESCC_15,0.896,12
nonPCAWG-WES,Eso-SCC,exome,ESCC_150,0.828,14
nonPCAWG-WES,Eso-SCC,exome,ESCC_151,0.841,10
nonPCAWG-WES,Eso-SCC,exome,ESCC_152,0.939,39
nonPCAWG-WES,Eso-SCC,exome,ESCC_153,0.93,13
nonPCAWG-WES,Eso-SCC,exome,ESCC_154,0.898,30
nonPCAWG-WES,Eso-SCC,exome,ESCC_156,0.918,35
nonPCAWG-WES,Eso-SCC,exome,ESCC_157,0.95,17
nonPCAWG-WES,Eso-SCC,exome,ESCC_158,0.966,69
nonPCAWG-WES,Eso-SCC,exome,ESCC_159,0.911,33
nonPCAWG-WES,Eso-SCC,exome,ESCC_160,0.944,23
nonPCAWG-WES,Eso-SCC,exome,ESCC_161,0.955,27
nonPCAWG-WES,Eso-SCC,exome,ESCC_162,0.912,24
nonPCAWG-WES,Eso-SCC,exome,ESCC_163,0.836,15
nonPCAWG-WES,Eso-SCC,exome,ESCC_164,0.961,23
nonPCAWG-WES,Eso-SCC,exome,ESCC_165,0.874,23
nonPCAWG-WES,Eso-SCC,exome,ESCC_167,0.899,21
nonPCAWG-WES,Eso-SCC,exome,ESCC_168,0.859,18
nonPCAWG-WES,Eso-SCC,exome,ESCC_169,0.954,47
nonPCAWG-WES,Eso-SCC,exome,ESCC_17,0.829,17
nonPCAWG-WES,Eso-SCC,exome,ESCC_170,0.978,10
nonPCAWG-WES,Eso-SCC,exome,ESCC_18,0.889,12
nonPCAWG-WES,Eso-SCC,exome,ESCC_21,0.798,7
nonPCAWG-WES,Eso-SCC,exome,ESCC_22,0.844,9
nonPCAWG-WES,Eso-SCC,exome,ESCC_24,0.894,25
nonPCAWG-WES,Eso-SCC,exome,ESCC_25,0.98,21
nonPCAWG-WES,Eso-SCC,exome,ESCC_26,0.818,5
nonPCAWG-WES,Eso-SCC,exome,ESCC_27,0.879,9
nonPCAWG-WES,Eso-SCC,exome,ESCC_28,0.783,4
nonPCAWG-WES,Eso-SCC,exome,ESCC_29,0.939,10
nonPCAWG-WES,Eso-SCC,exome,ESCC_3,0.846,16
nonPCAWG-WES,Eso-SCC,exome,ESCC_30,0.903,21
nonPCAWG-WES,Eso-SCC,exome,ESCC_31,0.913,15
nonPCAWG-WES,Eso-SCC,exome,ESCC_32,0.941,29
nonPCAWG-WES,Eso-SCC,exome,ESCC_33,0.816,9
nonPCAWG-WES,Eso-SCC,exome,ESCC_34,0.801,1
nonPCAWG-WES,Eso-SCC,exome,ESCC_35,0.947,20
nonPCAWG-WES,Eso-SCC,exome,ESCC_36,0.878,27
nonPCAWG-WES,Eso-SCC,exome,ESCC_37,0.826,16
nonPCAWG-WES,Eso-SCC,exome,ESCC_38,0.86,11
nonPCAWG-WES,Eso-SCC,exome,ESCC_39,0.779,4
